name,address,city,arrondissement,neighborhood,category,cuisine,price_range,rating,review_count,latitude,longitude,google_maps_url,website_url,booking_url,description
Blé Sucré,"7 Rue Antoine Vollon, 75012 Paris, France",Paris,12e,,restaurant,,,,,48.8505923,2.3766879,https://www.google.com/maps/search/?api=1&query=Bl%C3%A9%20Sucr%C3%A9%2C%20Paris%2C%20France,http://www.boutdechoux.fr/,,"Arrondissement: 12e
Food types: restaurant
Tags: Bakery
Google Maps: https://www.google.com/maps/search/?api=1&query=Bl%C3%A9%20Sucr%C3%A9%2C%20Paris%2C%20France
Website: http://www.boutdechoux.fr/"
Boma,"48 Rue de la Montagne Ste Geneviève, 75005 Paris, France",Paris,5e,,cafe,,,4.9,189,48.8475828,2.3484506,https://maps.google.com/?cid=6859123500424822945&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://boma-paris.square.site/,,"Type: Coffee Shop
Arrondissement: 5e
Google: 4.9 (189 reviews)
Food types: cafe
Tags: Cafe
Google Maps: https://maps.google.com/?cid=6859123500424822945&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://boma-paris.square.site/"
Bontemps La Pâtisserie,"57 Rue de Bretagne, 75003 Paris, France",Paris,3e,,"restaurant, brunch",,€€€,4.4,1032,48.86387819999999,2.36067,https://maps.google.com/?cid=17826626263049201609&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.facebook.com/bontempspatisserie/,https://bookings.zenchef.com/results?rid=357179&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Type: Pastry Shop
Arrondissement: 3e
Price: €€€
Google: 4.4 (1,032 reviews)
Food types: restaurant, brunch
Tags: Brunch
Google summary: Light-filled cafe with a leafy patio serving elegant gateaux, sablé cookies & savory snacks.
Google Maps: https://maps.google.com/?cid=17826626263049201609&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.facebook.com/bontempspatisserie/
Booking: https://bookings.zenchef.com/results?rid=357179&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Boulangerie,"13 Rue Cadet, 75009 Paris, France",Paris,9e,,restaurant,,€€,4.4,299,48.8755167,2.343369899999999,https://maps.google.com/?cid=12541170230470845179&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,"Type: Bakery
Arrondissement: 9e
Price: €€
Google: 4.4 (299 reviews)
Food types: restaurant
Tags: Bakery
Google Maps: https://maps.google.com/?cid=12541170230470845179&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
Boulangerie Chambelland,14 rue Ternaux Paris 75011,Paris,11e,,restaurant,,€€,4.4,1544,48.86441929999999,2.3733822,https://maps.google.com/?cid=9476269460468780158&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.chambelland.com/,,"Type: Bakery
Arrondissement: 11e
Price: €€
Google: 4.4 (1,544 reviews)
Food types: restaurant
Tags: Bakery, Healthy
Google Maps: https://maps.google.com/?cid=9476269460468780158&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.chambelland.com/"
Boulangerie Utopie,"France, 20 Rue Jean-Pierre Timbaud, 75011 Paris, France",Paris,11e,,restaurant,,,,,48.86536979999999,2.3687483,https://www.google.com/maps/search/?api=1&query=Boulangerie%20Utopie%2C%20Paris%2C%20France,,,"Arrondissement: 11e
Food types: restaurant
Tags: Pastry, ❤️, Bakery, Healthy
Google Maps: https://www.google.com/maps/search/?api=1&query=Boulangerie%20Utopie%2C%20Paris%2C%20France"
Boulangerie bo,"85bis Rue de Charenton, 75012 Paris, France",Paris,12e,,restaurant,,,,,48.849097,2.374982999999999,https://www.google.com/maps/search/?api=1&query=Boulangerie%20bo%2C%20Paris%2C%20France,https://www.instagram.com/boulangeriebo/?hl=fr,,"Arrondissement: 12e
Food types: restaurant
Tags: Bakery
Google Maps: https://www.google.com/maps/search/?api=1&query=Boulangerie%20bo%2C%20Paris%2C%20France
Website: https://www.instagram.com/boulangeriebo/?hl=fr"
Buvette Paris,"28 Rue Henry Monnier, 75009 Paris, France",Paris,9e,,"restaurant, brunch",,,,,48.8804588,2.3376954,https://www.google.com/maps/search/?api=1&query=Buvette%20Paris%2C%20Paris%2C%20France,http://www.ilovebuvette.com/,https://bookings.zenchef.com/results?rid=361281&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Arrondissement: 9e
Food types: restaurant, brunch
Tags: Brunch, Restaurant, Healthy
Google Maps: https://www.google.com/maps/search/?api=1&query=Buvette%20Paris%2C%20Paris%2C%20France
Website: http://www.ilovebuvette.com/
Booking: https://bookings.zenchef.com/results?rid=361281&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
CAFE SHIN,"47 R. des Petites Écuries, 75010 Paris, France",Paris,10e,,cafe,,,4.7,255,48.8737443,2.3511629,https://maps.google.com/?cid=2374647687380210316&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.cafeshin.fr/,,"Type: Coffee Shop
Arrondissement: 10e
Google: 4.7 (255 reviews)
Food types: cafe
Tags: Cafe, Korean
Google Maps: https://maps.google.com/?cid=2374647687380210316&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.cafeshin.fr/"
Cafe Kitsune,"51 Galerie de Montpensier, 75001 Paris, France",Paris,1er,,cafe,,€€,4,1475,48.86546,2.337298,https://maps.google.com/?cid=5454067254771987156&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://kitsune.fr/,,"Type: Coffee Shop
Arrondissement: 1er
Price: €€
Google: 4.0 (1,475 reviews)
Food types: cafe
Tags: Cafe
Google Maps: https://maps.google.com/?cid=5454067254771987156&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://kitsune.fr/"
Café Kitsuné Opéra,"Avenue de l'Opéra, Paris, France",Paris,,,cafe,,,4.3,468,48.8667281,2.3339383,https://maps.google.com/?cid=18240965835167052985&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://maisonkitsune.com/fr/storelocator-cafe-kitsune-opera,https://media.maisonkitsune.com/media/contentmanager/content/CK_MENU_WITH_PICTURES_OPERA.pdf,"Type: Coffee Shop
Google: 4.3 (468 reviews)
Food types: cafe
Tags: Cafe
Google Maps: https://maps.google.com/?cid=18240965835167052985&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://maisonkitsune.com/fr/storelocator-cafe-kitsune-opera
Booking: https://media.maisonkitsune.com/media/contentmanager/content/CK_MENU_WITH_PICTURES_OPERA.pdf"
Café Kitsuné Vertbois,"30 Rue du Vertbois, 75003 Paris, France",Paris,3e,,cafe,,,4.5,248,48.8669942,2.3584299,https://maps.google.com/?cid=16919465094380217690&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.maisonkitsune.com/mk/fr/trouver-un-cafe/,https://maisonkitsune.com/mk/wp-content/uploads/2023/08/palaisroyal-tuilerie-vertbois_menu_digital.pdf,"Type: Cafe
Arrondissement: 3e
Google: 4.5 (248 reviews)
Food types: cafe
Tags: Cafe
Google Maps: https://maps.google.com/?cid=16919465094380217690&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.maisonkitsune.com/mk/fr/trouver-un-cafe/
Booking: https://maisonkitsune.com/mk/wp-content/uploads/2023/08/palaisroyal-tuilerie-vertbois_menu_digital.pdf"
Café Lacoste,"16 Av. Franklin Delano Roosevelt, 75008 Paris, France",Paris,8e,,cafe,,,4.3,165,48.8712974,2.3102164,https://maps.google.com/?cid=3037442626762535340&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://linktr.ee/lecafelacoste,,"Type: Coffee Shop
Arrondissement: 8e
Google: 4.3 (165 reviews)
Food types: cafe
Tags: Cafe
Google Maps: https://maps.google.com/?cid=3037442626762535340&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://linktr.ee/lecafelacoste"
Café Moco,"177 Boulevard Voltaire, 75011 Paris, France",Paris,11e,,"cafe, brunch",,,,,48.854237,2.386467,https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Moco%2C%20Paris%2C%20France,http://lesparisdelaura.fr/2018/03/brunch-cafe-moco-paris-11/,https://thefork.fr/restaurant/cafe-moco-r826033/?cc=24751-923,"Arrondissement: 11e
Food types: cafe, brunch
Tags: Brunch, Breakfast
Google Maps: https://www.google.com/maps/search/?api=1&query=Caf%C3%A9%20Moco%2C%20Paris%2C%20France
Website: http://lesparisdelaura.fr/2018/03/brunch-cafe-moco-paris-11/
Booking: https://thefork.fr/restaurant/cafe-moco-r826033/?cc=24751-923"
Café Nuances,"Rue de la Tremoille, Paris, France",Paris,,,cafe,,,4.5,385,48.8664739,2.3023965,https://maps.google.com/?cid=5133966221395679624&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.cafenuances.com/,,"Type: Coffee Shop
Google: 4.5 (385 reviews)
Food types: cafe
Tags: Cafe
Google Maps: https://maps.google.com/?cid=5133966221395679624&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.cafenuances.com/"
Café Nuances,"22 Rue du Vieux Colombier, 75006 Paris, France",Paris,6e,,cafe,,,4.3,254,48.8519692,2.3302263,https://maps.google.com/?cid=4005257306073081697&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.cafenuances.com/,,"Type: Coffee Shop
Arrondissement: 6e
Google: 4.3 (254 reviews)
Food types: cafe
Tags: Cafe
Google Maps: https://maps.google.com/?cid=4005257306073081697&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.cafenuances.com/"
Café Nuances,"25 Rue Danielle Casanova, 75001 Paris, France",Paris,1er,,cafe,,,4.4,1169,48.86791610717773,2.331461906433105,https://maps.google.com/?cid=11278543822870272525&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://cafenuances.com/,,"Type: Coffee Shop
Arrondissement: 1er
Google: 4.4 (1,169 reviews)
Food types: cafe
Tags: Cafe
Google summary: Upscale spot for refined specialty coffee/tea drinks, including detox, dirty chai & sesame versions.
Google Maps: https://maps.google.com/?cid=11278543822870272525&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://cafenuances.com/"
Café Pavane,"22 Rue de Vaugirard, 75006 Paris, France",Paris,6e,,cafe,,,4.6,302,48.8494153,2.3379919,https://maps.google.com/?cid=14689186720988143763&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.cafepavane.fr/,,"Type: Tea House
Arrondissement: 6e
Google: 4.6 (302 reviews)
Food types: cafe
Tags: Cafe
Google Maps: https://maps.google.com/?cid=14689186720988143763&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.cafepavane.fr/"
Café Pigalle,"7 Rue Frochot, 75009 Paris, France",Paris,9e,,cafe,,,4.6,252,48.8814973,2.3372601,https://maps.google.com/?cid=15400805800028871235&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://lepigalle.paris/cafe-pigalle/,,"Type: Cafe
Arrondissement: 9e
Google: 4.6 (252 reviews)
Food types: cafe
Tags: Cafe
Google Maps: https://maps.google.com/?cid=15400805800028871235&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://lepigalle.paris/cafe-pigalle/"
Café Shin,"28 Bis Rue de Richelieu, 75001 Paris, France",Paris,1er,,cafe,,,4.7,121,48.8676817,2.3378996,https://maps.google.com/?cid=6903587351033288750&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://cafeshin.fr/,,"Type: Coffee Shop
Arrondissement: 1er
Google: 4.7 (121 reviews)
Food types: cafe
Tags: Cafe, Korean
Google Maps: https://maps.google.com/?cid=6903587351033288750&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://cafeshin.fr/"
Café de Flore,"172 Boulevard Saint-Germain, 75006 Paris, Francia",Paris,6e,,cafe,,€€€,3.9,14034,48.8541588,2.3326046,https://maps.google.com/?cid=1782201546845549567&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://cafedeflore.fr/,,"Type: Coffee Shop
Arrondissement: 6e
Price: €€€
Google: 3.9 (14,034 reviews)
Food types: cafe
Tags: Bistrot
Google summary: Long-running coffeehouse & celebrity haunt serving familiar French fare in a charming corner locale.
Google Maps: https://maps.google.com/?cid=1782201546845549567&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://cafedeflore.fr/"
Café du Clown Coffee Shop,"Rue Lobineau, Paris, France",Paris,,,cafe,,,4.4,337,48.8517901,2.3362949,https://maps.google.com/?cid=409645432726194122&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.clownbar.fr/le-coffeeshop-caf%C3%A9-du-clown,,"Type: Coffee Shop
Google: 4.4 (337 reviews)
Food types: cafe
Tags: Cafe
Google Maps: https://maps.google.com/?cid=409645432726194122&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.clownbar.fr/le-coffeeshop-caf%C3%A9-du-clown"
Café d’Auteur « Specialty Coffee Paris »,"39 Rue Mazarine, 75006 Paris, France",Paris,6e,,cafe,,,4.6,1054,48.8536067802,2.34285584596,https://maps.google.com/?cid=4796996324016611075&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://cafedauteur.com/,,"Type: Coffee Shop
Arrondissement: 6e
Google: 4.6 (1,054 reviews)
Food types: cafe
Tags: Cafe
Google Maps: https://maps.google.com/?cid=4796996324016611075&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://cafedauteur.com/"
Capturism Studio x Café,"Rue Mabillon, Paris, France",Paris,,,cafe,,,4.5,56,48.86741899999999,2.3361946,https://maps.google.com/?cid=3035270182921948125&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://instagram.com/capturism.studio/,,"Type: Coffee Shop
Google: 4.5 (56 reviews)
Food types: cafe
Tags: Cafe
Google Maps: https://maps.google.com/?cid=3035270182921948125&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://instagram.com/capturism.studio/"
Chez Jeanphi,"Rue Charlot, Paris, France",Paris,,,"restaurant, brunch",,,4.1,294,48.86266326904297,2.362231969833374,https://maps.google.com/?cid=11095258320802213075&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,"Type: Restaurant
Google: 4.1 (294 reviews)
Food types: restaurant, brunch
Tags: Brunch, Cafe
Google Maps: https://maps.google.com/?cid=11095258320802213075&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
Christophe Louie,"Rue Dupetit-Thouars, Paris, France",Paris,,,restaurant,,,4.7,395,48.8654865,2.3619835,https://maps.google.com/?cid=2792449766559980011&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.christophelouie.com/,,"Type: Bakery
Google: 4.7 (395 reviews)
Food types: restaurant
Tags: Bakery
Google Maps: https://maps.google.com/?cid=2792449766559980011&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.christophelouie.com/"
Château des Fleurs - Hôtel & Spa - Paris Champs Elysées,"Rue Vernet, Paris, France",Paris,,,"lodging, hotel",,,4.7,317,48.87178421020508,2.298455953598022,https://maps.google.com/?cid=11706937774916614814&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.chateaudesfleurs.paris/,,"Type: Hotel
Google: 4.7 (317 reviews)
Food types: lodging, hotel
Tags: Hotel / BB, Cafe
Google Maps: https://maps.google.com/?cid=11706937774916614814&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.chateaudesfleurs.paris/"
Club Lulu,"Rue de Richelieu, Paris, France",Paris,,,cafe,,,4.4,130,48.8676817,2.3378996,https://maps.google.com/?cid=905289576909609943&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,www.clublulu.paris,,"Type: Sports Club
Google: 4.4 (130 reviews)
Food types: cafe
Tags: Sport
Google Maps: https://maps.google.com/?cid=905289576909609943&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: www.clublulu.paris"
Copains,"Rue des Abbesses, Paris, France",Paris,,,restaurant,,,3.9,798,48.8840988,2.3389176,https://maps.google.com/?cid=15241145848296719017&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.instagram.com/copains.paris/?hl=fr,,"Type: Bakery
Google: 3.9 (798 reviews)
Food types: restaurant
Tags: Bakery, Glutenfree
Google Maps: https://maps.google.com/?cid=15241145848296719017&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.instagram.com/copains.paris/?hl=fr"
Copains,"60 Rue Tiquetonne, 75002 Paris, France",Paris,2e,,restaurant,,,4,2074,48.865128,2.3461184,https://maps.google.com/?cid=6571555679268958951&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.copains-paris.com/,,"Type: Bakery
Arrondissement: 2e
Google: 4.0 (2,074 reviews)
Food types: restaurant
Tags: Bakery
Google Maps: https://maps.google.com/?cid=6571555679268958951&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.copains-paris.com/"
Crème London,"61 Rue du Temple, 75004 Paris, France",Paris,4e,,restaurant,,,4,799,48.8605289,2.3547386,https://maps.google.com/?cid=4907943156050432723&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.cremelondon.com/,,"Type: Bakery
Arrondissement: 4e
Google: 4.0 (799 reviews)
Food types: restaurant
Tags: Bakery
Google Maps: https://maps.google.com/?cid=4907943156050432723&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.cremelondon.com/"
