name,address,city,arrondissement,neighborhood,category,cuisine,price_range,rating,review_count,latitude,longitude,google_maps_url,website_url,booking_url,description
Caffè Stern,"47 Pass. des Panoramas, 75002 Paris, France",Paris,2e,,restaurant,,€€€,4.4,459,48.8708944,2.3415247,https://maps.google.com/?cid=6345358125428023509&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.alajmo.it/en/sezione/caffe-stern/caffe-stern,https://thefork.fr/restaurant/stern-ristorante-r345083/?cc=24751-923,"Type: Italian Restaurant
Arrondissement: 2e
Price: €€€
Google: 4.4 (459 reviews)
Food types: restaurant
Tags: Restaurant, Gastro / higher end, Italian
Google Maps: https://maps.google.com/?cid=6345358125428023509&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.alajmo.it/en/sezione/caffe-stern/caffe-stern
Booking: https://thefork.fr/restaurant/stern-ristorante-r345083/?cc=24751-923"
Cloche Paris,"Rue Coq Héron, Paris, France",Paris,,,restaurant,,,3.9,239,48.86423260000001,2.3418651,https://maps.google.com/?cid=374123235033211080&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.instagram.com/clocheclochecloche/?hl=fr,http://www.opentable.fr/r/cloche-paris?ref=17374,"Type: Bistro
Google: 3.9 (239 reviews)
Food types: restaurant
Tags: Bistrot, Gastro / higher end
Google Maps: https://maps.google.com/?cid=374123235033211080&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.instagram.com/clocheclochecloche/?hl=fr
Booking: http://www.opentable.fr/r/cloche-paris?ref=17374"
Cypsèle,"11 Rue des Deux Ponts, 75004 Paris, France",Paris,4e,,restaurant,,,4.9,64,48.8515612,2.3562119,https://maps.google.com/?cid=10048066919460382614&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://cypsele.fr/,https://thefork.fr/restaurant/cypsele-r850284/?cc=24751-923,"Type: Restaurant
Arrondissement: 4e
Google: 4.9 (64 reviews)
Food types: restaurant
Tags: Gastro / higher end, Restaurant
Google Maps: https://maps.google.com/?cid=10048066919460382614&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://cypsele.fr/
Booking: https://thefork.fr/restaurant/cypsele-r850284/?cc=24751-923"
Dilia,"1 Rue d'Eupatoria, 75020 Paris, France",Paris,20e,,restaurant,,,,,48.86864389999999,2.3862279,https://www.google.com/maps/search/?api=1&query=Dilia%2C%20Paris%2C%20France,http://www.dilia.fr/,https://bookings.zenchef.com/results?rid=353401&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Arrondissement: 20e
Food types: restaurant
Tags: Frenchie, Restaurant, Gastro / higher end
Google Maps: https://www.google.com/maps/search/?api=1&query=Dilia%2C%20Paris%2C%20France
Website: http://www.dilia.fr/
Booking: https://bookings.zenchef.com/results?rid=353401&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Guefen,"Rue du Vertbois, Paris, France",Paris,,,restaurant,,,4.9,351,48.86673355102539,2.358614206314087,https://maps.google.com/?cid=8462677400349660271&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://guefen.fr/,https://thefork.fr/restaurant/guefen-r833328/?cc=24751-923,"Type: French Restaurant
Google: 4.9 (351 reviews)
Food types: restaurant
Tags: Israeli, Gastro / higher end
Google Maps: https://maps.google.com/?cid=8462677400349660271&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://guefen.fr/
Booking: https://thefork.fr/restaurant/guefen-r833328/?cc=24751-923"
Hanabi,"4 Impasse des Carrières, 75116 Paris, France",Paris,16e,,restaurant,,,4.6,199,48.86945343017578,2.336555480957031,https://maps.google.com/?cid=16340409597852867769&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.hotelhana-paris.com/restaurant-bar,https://bookings.zenchef.com/results?rid=362937&pid=mapstr&isPreview=1,"Type: Japanese Restaurant
Arrondissement: 16e
Google: 4.6 (199 reviews)
Food types: restaurant
Tags: Restaurant, ❤️, Asian, Gastro / higher end
Google Maps: https://maps.google.com/?cid=16340409597852867769&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.hotelhana-paris.com/restaurant-bar
Booking: https://bookings.zenchef.com/results?rid=362937&pid=mapstr&isPreview=1"
Hôtel Lutetia,"Boulevard Raspail, Paris, France",Paris,,,"lodging, hotel",,,4.6,2442,48.8512444,2.3272379,https://maps.google.com/?cid=12921620010862496306&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.hotellutetia.com/,,"Type: Hotel
Google: 4.6 (2,442 reviews)
Food types: lodging, hotel
Tags: Hotel / BB, Cocktails, Bar, Gastro / higher end
Google summary: Stylish rooms & suites in a sophisticated hotel with an upscale brasserie, plus a pool & a spa.
Google Maps: https://maps.google.com/?cid=12921620010862496306&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.hotellutetia.com/"
J.K. Place Paris,"82 Rue de Lille, 75007 Paris, France",Paris,7e,,"lodging, hotel",,,4.7,133,48.861187,2.321622,https://maps.google.com/?cid=17899975005371020574&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.jkplace.paris/,,"Type: Hotel
Arrondissement: 7e
Google: 4.7 (133 reviews)
Food types: lodging, hotel
Tags: Hotel / BB, Restaurant, Gastro / higher end
Google summary: Sophisticated rooms & suites in a high-end hotel with a formal dining room, a patio & free Wi-Fi.
Google Maps: https://maps.google.com/?cid=17899975005371020574&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.jkplace.paris/"
Jaïs,"3 Rue Surcouf, 75007 Paris, France",Paris,7e,,restaurant,,,4.5,664,48.86205819999999,2.3094447,https://maps.google.com/?cid=1875691695314731698&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.le-jais.fr/,https://bookings.zenchef.com/results?rid=351858&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Type: French Restaurant
Arrondissement: 7e
Google: 4.5 (664 reviews)
Food types: restaurant
Tags: Gastro / higher end, Frenchie, Restaurant, Trendy
Google summary: Elegant, understated restaurant preparing refined, traditional bistro dishes with a modern twist.
Google Maps: https://maps.google.com/?cid=1875691695314731698&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.le-jais.fr/
Booking: https://bookings.zenchef.com/results?rid=351858&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
LV DREAM,"Rue du Pont Neuf, Paris, France",Paris,,,generic,,,4.4,1312,48.8601,2.34431,https://maps.google.com/?cid=7055613402810707574&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,"Type: Gift Shop
Google: 4.4 (1,312 reviews)
Food types: generic
Tags: Cafe, Pastry, Gastro / higher end
Google summary: Luxury brand known for signature monogrammed handbags, luggage & more.
Google Maps: https://maps.google.com/?cid=7055613402810707574&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA"
La Réserve Paris Hotel and Spa,"42 Avenue Gabriel, 75008 Paris, Frankreich",Paris,8e,,"lodging, hotel",,,4.8,1250,48.8697628,2.3132848,https://maps.google.com/?cid=8133551870418437937&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.lareserve-paris.com/en/?utm_source=google&utm_medium=local&utm_campaign=la-reserve-paris,,"Type: Hotel
Arrondissement: 8e
Google: 4.8 (1,250 reviews)
Food types: lodging, hotel
Tags: Hotel / BB, Restaurant, Gastro / higher end
Google summary: Refined quarters with personal butlers in a plush hotel featuring a spa & 2 refined restaurants.
Google Maps: https://maps.google.com/?cid=8133551870418437937&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.lareserve-paris.com/en/?utm_source=google&utm_medium=local&utm_campaign=la-reserve-paris"
Lafayette's restaurant rue d'Anjou,"Rue d'Anjou, Paris, France",Paris,,,restaurant,,,4.4,1160,48.8697748,2.320838,https://maps.google.com/?cid=12942500976107558915&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.ran-paris.com/,,"Type: Restaurant
Google: 4.4 (1,160 reviews)
Food types: restaurant
Tags: Trendy, Restaurant, Gastro / higher end, African, Frenchie
Google summary: Historic house offering French dishes in a refined, cozy setting.
Google Maps: https://maps.google.com/?cid=12942500976107558915&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.ran-paris.com/"
Langosteria,"Cheval Blanc, 8 Quai du Louvre, 75001 Paris, France",Paris,1er,,restaurant,,,4.5,1115,48.8588971,2.3420459,https://maps.google.com/?cid=9149403307593030108&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://langosteria.com/,https://www.sevenrooms.com/reservations/langosteriaauchevalblancparis?lang=fr,"Type: Seafood Restaurant
Arrondissement: 1er
Google: 4.5 (1,115 reviews)
Food types: restaurant
Tags: Gastro / higher end, Restaurant
Google Maps: https://maps.google.com/?cid=9149403307593030108&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://langosteria.com/
Booking: https://www.sevenrooms.com/reservations/langosteriaauchevalblancparis?lang=fr"
Le Clarence,"31 Avenue Franklin Delano Roosevelt, 75008 Paris, France",Paris,8e,,restaurant,,€€€€,4.7,827,48.86739540000001,2.3097858,https://maps.google.com/?cid=11879370148947669534&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.le-clarence.paris/,https://thefork.fr/restaurant/le-clarence-r74933/?cc=24751-923,"Type: French Restaurant
Arrondissement: 8e
Price: €€€€
Google: 4.7 (827 reviews)
Food types: restaurant
Tags: Gastro / higher end, Restaurant
Google summary: Regal option with an old-world ambiance featuring elevated classics & a wine cellar.
Google Maps: https://maps.google.com/?cid=11879370148947669534&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.le-clarence.paris/
Booking: https://thefork.fr/restaurant/le-clarence-r74933/?cc=24751-923"
Le Relais Plaza,"21 Avenue Montaigne, 75008 Paris, France",Paris,8e,,restaurant,,€€€€,4.3,527,48.8661319,2.3038703,https://maps.google.com/?cid=10211892911784827070&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.dorchestercollection.com/en/paris/hotel-plaza-athenee/restaurants-bars/le-relais-plaza/,https://thefork.fr/restaurant/relais-plaza-hotel-plaza-athenee-r708537/?cc=24751-923,"Type: Restaurant
Arrondissement: 8e
Price: €€€€
Google: 4.3 (527 reviews)
Food types: restaurant
Tags: Gastro / higher end
Google summary: Gourmet takes on brasserie classics presented in a posh environment with art deco styling.
Google Maps: https://maps.google.com/?cid=10211892911784827070&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.dorchestercollection.com/en/paris/hotel-plaza-athenee/restaurants-bars/le-relais-plaza/
Booking: https://thefork.fr/restaurant/relais-plaza-hotel-plaza-athenee-r708537/?cc=24751-923"
Le Voltaire - Restaurant et Brasserie Haut de Gamme,"Quai Voltaire, Paris, France",Paris,,,restaurant,,€€€€,4.3,522,48.85913249999999,2.330200899999999,https://maps.google.com/?cid=10508836296204151837&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.facebook.com/pages/Restaurant-Le-Voltaire/103437023055736,https://ib.guestonline.fr/instabook/bookings/8313/zB1TF8d,"Type: French Restaurant
Price: €€€€
Google: 4.3 (522 reviews)
Food types: restaurant
Tags: Bistrot, Gastro / higher end, Restaurant
Google summary: Traditional French cuisine served in a refined space with dark-wood paneling, or at terrace tables.
Google Maps: https://maps.google.com/?cid=10508836296204151837&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.facebook.com/pages/Restaurant-Le-Voltaire/103437023055736
Booking: https://ib.guestonline.fr/instabook/bookings/8313/zB1TF8d"
LiLi,"19 Avenue Kléber, 75116 Paris, France",Paris,16e,,restaurant,,€€€€,4.3,438,48.8707617,2.2931271,https://maps.google.com/?cid=10861293123036694371&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.liliparis.fr/,https://thefork.fr/restaurant/lili-the-peninsula-paris-r66961/?cc=24751-923,"Type: Chinese Restaurant
Arrondissement: 16e
Price: €€€€
Google: 4.3 (438 reviews)
Food types: restaurant
Tags: Chinese, Gastro / higher end, Restaurant
Google summary: Artfully presented Chinese plates served in an elaborately decorated space with a warm ambience.
Google Maps: https://maps.google.com/?cid=10861293123036694371&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.liliparis.fr/
Booking: https://thefork.fr/restaurant/lili-the-peninsula-paris-r66961/?cc=24751-923"
Maison François 1er,"64 Rue François 1er, 75008 Paris",Paris,8e,,restaurant,,,4.4,141,48.8701278,2.301795,https://maps.google.com/?cid=10187068009819630517&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://maisonfrancois1er.fr/,https://bookings.zenchef.com/results?rid=368221&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Type: Restaurant
Arrondissement: 8e
Google: 4.4 (141 reviews)
Food types: restaurant
Tags: Gastro / higher end, Restaurant
Google Maps: https://maps.google.com/?cid=10187068009819630517&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://maisonfrancois1er.fr/
Booking: https://bookings.zenchef.com/results?rid=368221&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
NAKATANI RESTAURANT,"27 Rue Pierre Leroux, 75007 Paris, France",Paris,7e,,restaurant,,,4.6,235,48.848413,2.319595,https://maps.google.com/?cid=4806012346561630813&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://www.restaurant-nakatani.com/,https://thefork.fr/restaurant/nakatani-r60859/?cc=24751-923,"Type: Fine Dining Restaurant
Arrondissement: 7e
Google: 4.6 (235 reviews)
Food types: restaurant
Tags: Japanese, Restaurant, Gastro / higher end
Google summary: Polished eatery offering gourmet fixed-price lunch & dinner menus, plus a robust wine list.
Google Maps: https://maps.google.com/?cid=4806012346561630813&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://www.restaurant-nakatani.com/
Booking: https://thefork.fr/restaurant/nakatani-r60859/?cc=24751-923"
NHOME,"41 Rue de Montpensier, 75001 Paris, France",Paris,1er,,restaurant,,,4.7,259,48.86600419999999,2.337279,https://maps.google.com/?cid=4706471728891795741&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://nhomeparis.com/,https://thefork.fr/restaurant/nhome-r801617/?cc=24751-923,"Type: Fine Dining Restaurant
Arrondissement: 1er
Google: 4.7 (259 reviews)
Food types: restaurant
Tags: Restaurant, Gastro / higher end
Google Maps: https://maps.google.com/?cid=4706471728891795741&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://nhomeparis.com/
Booking: https://thefork.fr/restaurant/nhome-r801617/?cc=24751-923"
Nolinski Paris,"16 Av. de l'Opéra, 75001 Paris, France",Paris,1er,,"lodging, hotel",,,4.5,505,48.8654726,2.3348535,https://maps.google.com/?cid=17592771650835775485&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,http://nolinskiparis.com/,http://www.opentable.fr/r/nolinski-paris?ref=17374,"Type: Hotel
Arrondissement: 1er
Google: 4.5 (505 reviews)
Food types: lodging, hotel
Tags: Hotel / BB, Gastro / higher end, Restaurant
Google summary: Chic rooms & suites in a polished hotel featuring 3 restaurant/bars, plus a spa with an indoor pool.
Google Maps: https://maps.google.com/?cid=17592771650835775485&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: http://nolinskiparis.com/
Booking: http://www.opentable.fr/r/nolinski-paris?ref=17374"
Ojii,"6 Rue Perronet, 75007 Paris, France",Paris,7e,,restaurant,,,4.5,242,48.8553651,2.3304414,https://maps.google.com/?cid=10069997616376840727&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,https://www.ojii.fr/,http://www.opentable.fr/r/ojii-paris?ref=17374,"Type: Japanese Restaurant
Arrondissement: 7e
Google: 4.5 (242 reviews)
Food types: restaurant
Tags: Asian, Gastro / higher end, Japanese
Google Maps: https://maps.google.com/?cid=10069997616376840727&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA
Website: https://www.ojii.fr/
Booking: http://www.opentable.fr/r/ojii-paris?ref=17374"
