name,address,city,arrondissement,neighborhood,category,cuisine,price_range,rating,review_count,latitude,longitude,google_maps_url,website_url,booking_url,description
Ozen Bar,"King George St 48, Tel Aviv-Yafo, Israël",Tel Aviv-Yafo,,,bar,,,,,32.0743214,34.775838,https://www.google.com/maps/search/?api=1&query=Ozen%20Bar%2C%20Tel%20Aviv-Yafo%2C%20Israel,http://ozenbar.com/,,"Food types: bar
Tags: Bar
Google Maps: https://www.google.com/maps/search/?api=1&query=Ozen%20Bar%2C%20Tel%20Aviv-Yafo%2C%20Israel
Website: http://ozenbar.com/"
Radler,"Nahalat Binyamin St 48, Tel Aviv-Yafo, 6516307, Israël",Tel Aviv-Yafo,,,restaurant,,,,,32.06405610000001,34.7713066,https://www.google.com/maps/search/?api=1&query=Radler%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl,http://radlertlv.com/,,"Food types: restaurant
Tags: Restaurant
Google Maps: https://www.google.com/maps/search/?api=1&query=Radler%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl
Website: http://radlertlv.com/"
Ramesses Restaurant,"Ha-Gimnasya ha-Ivrit St 12, Tel Aviv-Yafo, Israël",Tel Aviv-Yafo,,,restaurant,,,,,32.0545345,34.7565943,https://www.google.com/maps/search/?api=1&query=Ramesses%20Restaurant%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl,http://ramessesjaffa.com/,,"Food types: restaurant
Tags: Israeli
Google Maps: https://www.google.com/maps/search/?api=1&query=Ramesses%20Restaurant%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl
Website: http://ramessesjaffa.com/"
Salon Romano,"Derech Jaffa 9, Tel Aviv-Yafo, Israël",Tel Aviv-Yafo,,,restaurant,,,,,32.06036309999999,34.7693534,https://www.google.com/maps/search/?api=1&query=Salon%20Romano%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl,https://www.facebook.com/Romano-%D7%A8%D7%95%D7%9E%D7%A0%D7%95-1466537460320270/,,"Food types: restaurant
Tags: Bar, Restaurant
Google Maps: https://www.google.com/maps/search/?api=1&query=Salon%20Romano%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl
Website: https://www.facebook.com/Romano-%D7%A8%D7%95%D7%9E%D7%A0%D7%95-1466537460320270/"
Shabazi Tel Aviv,"Retzif HaAliya HaShniya St 14, Tel Aviv-Yafo, Israël",Tel Aviv-Yafo,,,generic,,,,,32.0554345,34.7551332,https://www.google.com/maps/search/?api=1&query=Shabazi%20Tel%20Aviv%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl,,,"Food types: generic
Tags: Place to visit
Google Maps: https://www.google.com/maps/search/?api=1&query=Shabazi%20Tel%20Aviv%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl"
Soho House,"Yefet St 27, Tel Aviv-Yafo, Israël",Tel Aviv-Yafo,,,"lodging, hotel",,,,,32.0516859,34.7530788,https://www.google.com/maps/search/?api=1&query=Soho%20House%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl,https://www.sohohouse.com/houses/soho-house-tel-aviv-jaffa,,"Food types: lodging, hotel
Tags: Hotel / BB
Google Maps: https://www.google.com/maps/search/?api=1&query=Soho%20House%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl
Website: https://www.sohohouse.com/houses/soho-house-tel-aviv-jaffa"
Susu and sons,"Herzl St 6, Tel Aviv-Yafo, Israël",Tel Aviv-Yafo,,,restaurant,,,,,32.0629145,34.7698305,https://www.google.com/maps/search/?api=1&query=Susu%20and%20sons%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl,https://susu.co.il/index.php,,"Food types: restaurant
Tags: Restaurant, Street food
Google Maps: https://www.google.com/maps/search/?api=1&query=Susu%20and%20sons%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl
Website: https://susu.co.il/index.php"
Tamara,"Rothschild Blvd פינת Nahalat Binyamin St 19, Tel Aviv-Yafo, Israël",Tel Aviv-Yafo,,,shopping,,,,,32.0632771,34.771637,https://www.google.com/maps/search/?api=1&query=Tamara%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl,https://m.facebook.com/tamara.telaviv/,,"Food types: shopping
Tags: ❤️
Google Maps: https://www.google.com/maps/search/?api=1&query=Tamara%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl
Website: https://m.facebook.com/tamara.telaviv/"
Uganda Bar,"Simtat Beit HaBad 5, Tel Aviv-Yafo, Israël",Tel Aviv-Yafo,,,bar,,,,,32.0608332,34.7698591,https://www.google.com/maps/search/?api=1&query=Uganda%20Bar%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl,http://www.rtb.ug,,"Food types: bar
Tags: Bar
Google Maps: https://www.google.com/maps/search/?api=1&query=Uganda%20Bar%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl
Website: http://www.rtb.ug"
מונטיפיורי 16 - אורבן בוטיק הוטל,"Montefiore St 16, Tel Aviv-Yafo, 6516403, Israël",Tel Aviv-Yafo,,,"lodging, hotel",,,,,32.0648027,34.7707708,https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%95%D7%A0%D7%98%D7%99%D7%A4%D7%99%D7%95%D7%A8%D7%99%2016%20-%20%D7%90%D7%95%D7%A8%D7%91%D7%9F%20%D7%91%D7%95%D7%98%D7%99%D7%A7%20%D7%94%D7%95%D7%98%D7%9C%2C%20Tel%20Aviv-Yafo%2C%20Israel,http://www.montefiore16.com/,,"Food types: lodging, hotel
Tags: Restaurant, Hotel / BB, Gastro / higher end
Google Maps: https://www.google.com/maps/search/?api=1&query=%D7%9E%D7%95%D7%A0%D7%98%D7%99%D7%A4%D7%99%D7%95%D7%A8%D7%99%2016%20-%20%D7%90%D7%95%D7%A8%D7%91%D7%9F%20%D7%91%D7%95%D7%98%D7%99%D7%A7%20%D7%94%D7%95%D7%98%D7%9C%2C%20Tel%20Aviv-Yafo%2C%20Israel
Website: http://www.montefiore16.com/"
צפון אברקסס North Abraxas,"Lilienblum St 40, Tel Aviv-Yafo, Israël",Tel Aviv-Yafo,,,restaurant,,,,,32.0623111,34.7719056,https://www.google.com/maps/search/?api=1&query=%D7%A6%D7%A4%D7%95%D7%9F%20%D7%90%D7%91%D7%A8%D7%A7%D7%A1%D7%A1%20North%20Abraxas%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl,https://www.facebook.com/northabraxass/,,"Food types: restaurant
Tags: Gastro / higher end, Restaurant
Google Maps: https://www.google.com/maps/search/?api=1&query=%D7%A6%D7%A4%D7%95%D7%9F%20%D7%90%D7%91%D7%A8%D7%A7%D7%A1%D7%A1%20North%20Abraxas%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl
Website: https://www.facebook.com/northabraxass/"
קסבה,"Florentin St 3, Tel Aviv-Yafo, Israël",Tel Aviv-Yafo,,,restaurant,,,,,32.0562866,34.76744,https://www.google.com/maps/search/?api=1&query=%D7%A7%D7%A1%D7%91%D7%94%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl,https://he-il.facebook.com/pages/%D7%A7%D7%A1%D7%91%D7%94-%D7%93%D7%94-%D7%A4%D7%9C%D7%95%D7%A8%D7%A0%D7%98%D7%99%D7%9F/118093641607280,,"Food types: restaurant
Tags: Restaurant
Google Maps: https://www.google.com/maps/search/?api=1&query=%D7%A7%D7%A1%D7%91%D7%94%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl
Website: https://he-il.facebook.com/pages/%D7%A7%D7%A1%D7%91%D7%94-%D7%93%D7%94-%D7%A4%D7%9C%D7%95%D7%A8%D7%A0%D7%98%D7%99%D7%9F/118093641607280"
שלמה & דורון Shlomo & Doron,"Yishkan St 29, Tel Aviv-Yafo, Israël",Tel Aviv-Yafo,,,restaurant,,,,,32.06901,34.767609,https://www.google.com/maps/search/?api=1&query=%D7%A9%D7%9C%D7%9E%D7%94%20%26%20%D7%93%D7%95%D7%A8%D7%95%D7%9F%20Shlomo%20%26%20Doron%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl,https://www.facebook.com/shlomodoronhumus,,"Food types: restaurant
Tags: Restaurant
Google Maps: https://www.google.com/maps/search/?api=1&query=%D7%A9%D7%9C%D7%9E%D7%94%20%26%20%D7%93%D7%95%D7%A8%D7%95%D7%9F%20Shlomo%20%26%20Doron%2C%20Tel%20Aviv-Yafo%2C%20Isra%C3%ABl
Website: https://www.facebook.com/shlomodoronhumus"
Château de Théoule,"55 Av. de Lérins, 06590 Théoule-sur-Mer, France",Théoule-sur-Mer,,,"lodging, hotel",,,,,43.5081302,6.9403987,https://www.google.com/maps/search/?api=1&query=Ch%C3%A2teau%20de%20Th%C3%A9oule%2C%20Th%C3%A9oule-sur-Mer%2C%20France,https://www.chateau-de-theoule.com/fr/,https://bookings.zenchef.com/results?rid=364807&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Food types: lodging, hotel
Tags: Hotel / BB
Google Maps: https://www.google.com/maps/search/?api=1&query=Ch%C3%A2teau%20de%20Th%C3%A9oule%2C%20Th%C3%A9oule-sur-Mer%2C%20France
Website: https://www.chateau-de-theoule.com/fr/
Booking: https://bookings.zenchef.com/results?rid=364807&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Paradero Todos Santos,La Paz Mexico,Todos Santos,,,"generic, hotel",,,,,23.38846969604492,-110.1958236694336,https://www.google.com/maps/search/?api=1&query=Paradero%20Todos%20Santos%2C%20Todos%20Santos%2C%20Mexico,http://paraderohotels.com/,http://www.opentable.com.mx/r/tenoch-by-paradero-todos-santos-el-pescadero?ref=17374,"Food types: generic, hotel
Tags: Hotel / BB
Google Maps: https://www.google.com/maps/search/?api=1&query=Paradero%20Todos%20Santos%2C%20Todos%20Santos%2C%20Mexico
Website: http://paraderohotels.com/
Booking: http://www.opentable.com.mx/r/tenoch-by-paradero-todos-santos-el-pescadero?ref=17374"
Prada Tokyo Aoyama,"5-2-6, Minami-Aoyama, Tokyo 13 107-0062",Tokyo,,,shopping,,,,,35.6637833,139.7144182,https://www.google.com/maps/search/?api=1&query=Prada%20Tokyo%20Aoyama%2C%20Tokyo%2C%20Japon,http://www.prada.com/,,"Food types: shopping
Tags: Shopping
Google Maps: https://www.google.com/maps/search/?api=1&query=Prada%20Tokyo%20Aoyama%2C%20Tokyo%2C%20Japon
Website: http://www.prada.com/"
Kandagawa Bakery,"1-chōme-11-14 Takada, Toshima-ku, Tōkyō-to 171-0033, Japan",Toshima-ku,,,restaurant,,,,,35.7134933,139.7187084,https://www.google.com/maps/search/?api=1&query=Kandagawa%20Bakery%2C%20Toshima-ku%2C%20Japan,http://www.kandagawabakery.com/,,"Food types: restaurant
Tags: Bakery
Google Maps: https://www.google.com/maps/search/?api=1&query=Kandagawa%20Bakery%2C%20Toshima-ku%2C%20Japan
Website: http://www.kandagawabakery.com/"
La pente douce,"6 Rue de la Concorde, 31000 Toulouse, France",Toulouse,,,restaurant,,,,,43.611246,1.4444318,https://www.google.com/maps/search/?api=1&query=La%20pente%20douce%2C%20Toulouse%2C%20France,http://www.lapentedouce.fr/,https://bookings.zenchef.com/results?rid=356943&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Food types: restaurant
Tags: Restaurant
Google Maps: https://www.google.com/maps/search/?api=1&query=La%20pente%20douce%2C%20Toulouse%2C%20France
Website: http://www.lapentedouce.fr/
Booking: https://bookings.zenchef.com/results?rid=356943&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
La Bastide de Tourtour,"Route de Flayosc, 83690 Tourtour, France",Tourtour,,,"lodging, hotel",,,,,43.58635599999999,6.307938000000001,https://www.google.com/maps/search/?api=1&query=La%20Bastide%20de%20Tourtour%2C%20Tourtour%2C%20France,http://www.bastidedetourtour.com/,,"Food types: lodging, hotel
Tags: Hotel / BB
Google Maps: https://www.google.com/maps/search/?api=1&query=La%20Bastide%20de%20Tourtour%2C%20Tourtour%2C%20France
Website: http://www.bastidedetourtour.com/"
Cima Tosa,"Cima Tosa, 38078 San Lorenzo in Banale, Trente, Italie",Trentin-Haut-Adige,,,geocode,,,,,46.155556,10.871944,https://www.google.com/maps/search/?api=1&query=Cima%20Tosa%2C%20Trentin-Haut-Adige%2C%20Italie,http://www.hotelcimatosa.it,,"Food types: geocode
Tags: Place to visit
Google Maps: https://www.google.com/maps/search/?api=1&query=Cima%20Tosa%2C%20Trentin-Haut-Adige%2C%20Italie
Website: http://www.hotelcimatosa.it"
Massif de Brenta,"Massif de Brenta, 38018 Molveno, Trente, Italie",Trentin-Haut-Adige,,,geocode,,,,,46.17931979999999,10.8993481,https://www.google.com/maps/search/?api=1&query=Massif%20de%20Brenta%2C%20Trentin-Haut-Adige%2C%20Italie,http://www.pnab.it,,"Food types: geocode
Tags: Place to visit
Google Maps: https://www.google.com/maps/search/?api=1&query=Massif%20de%20Brenta%2C%20Trentin-Haut-Adige%2C%20Italie
Website: http://www.pnab.it"
Cable car Sass Pordoi,"Passo Pordoi, 38032 Canazei TN, Italie",Trentino-Alto Adige,,,generic,,,,,46.488432,11.810606,https://www.google.com/maps/search/?api=1&query=Cable%20car%20Sass%20Pordoi%2C%20Trentino-Alto%20Adige%2C%20Italie,http://www.valdifassalift.it/,,"Food types: generic
Tags: Place to visit
Google Maps: https://www.google.com/maps/search/?api=1&query=Cable%20car%20Sass%20Pordoi%2C%20Trentino-Alto%20Adige%2C%20Italie
Website: http://www.valdifassalift.it/"
Taverna del Porto,"Via Cristoforo Colombo, 121, 73039 Tricase Porto LE, Italy",Tricase Porto,,,restaurant,,,,,39.929933,18.394225,https://www.google.com/maps/search/?api=1&query=Taverna%20del%20Porto%2C%20Tricase%20Porto%2C%20Italy,http://www.tavernadelporto.com,,"Food types: restaurant
Tags: Restaurant, Trendy, Italian
Google Maps: https://www.google.com/maps/search/?api=1&query=Taverna%20del%20Porto%2C%20Tricase%20Porto%2C%20Italy
Website: http://www.tavernadelporto.com"
Glacier Martine Lambert,"170 Place Foch, 14360 Trouville-sur-Mer, France",Trouville-sur-Mer,,,shopping,,,,,49.3659408,0.0802124,https://www.google.com/maps/search/?api=1&query=Glacier%20Martine%20Lambert%2C%20Trouville-sur-Mer%2C%20France,http://martine-lambert.com/,,"Food types: shopping
Tags: Icecream
Google Maps: https://www.google.com/maps/search/?api=1&query=Glacier%20Martine%20Lambert%2C%20Trouville-sur-Mer%2C%20France
Website: http://martine-lambert.com/"
Hotel Terrestre,"V de Tututepec de m Ocampo, Oax, Mexique",V de Tututepec de m Ocampo,,,"generic, hotel",,,,,15.94027900695801,-97.27356719970703,https://www.google.com/maps/search/?api=1&query=Hotel%20Terrestre%2C%20V%20de%20Tututepec%20de%20m%20Ocampo%2C%20Mexique,,,"Food types: generic, hotel
Tags: Hotel / BB
Google Maps: https://www.google.com/maps/search/?api=1&query=Hotel%20Terrestre%2C%20V%20de%20Tututepec%20de%20m%20Ocampo%2C%20Mexique"
Edelweiss,"Le Fornet, 73150 Val-d'Isère, France",Val-d'Isère,,,restaurant,,,,,45.44953410000001,7.019366400000001,https://www.google.com/maps/search/?api=1&query=Edelweiss%2C%20Val-d'Is%C3%A8re%2C%20France,http://www.restaurant-edelweiss-valdisere.com/,,"Food types: restaurant
Tags: Restaurant
Google Maps: https://www.google.com/maps/search/?api=1&query=Edelweiss%2C%20Val-d'Is%C3%A8re%2C%20France
Website: http://www.restaurant-edelweiss-valdisere.com/"
Hôtel Le Blizzard,"Avenue Olympique, 73150 Val-d'Isère, France",Val-d'Isère,,,"lodging, hotel",,,,,45.44907300000001,6.979128999999999,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Le%20Blizzard%2C%20Val-d'Is%C3%A8re,http://www.hotelblizzard.com/,https://bookings.zenchef.com/results?rid=360426&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Food types: lodging, hotel
Tags: Hotel / BB, Restaurant, Gastro / higher end
Google Maps: https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20Le%20Blizzard%2C%20Val-d'Is%C3%A8re
Website: http://www.hotelblizzard.com/
Booking: https://bookings.zenchef.com/results?rid=360426&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Hôtel les Barmes de l'Ours,"Mnt de Bellevarde, 73150 Val-d'Isère, France",Val-d'Isère,,,"lodging, hotel",,,,,45.447427,6.9742924,https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20les%20Barmes%20de%20l'Ours%2C%20Val-d'Is%C3%A8re%2C%20France,http://www.hotellesbarmes.com/,,"Food types: lodging, hotel
Tags: Hotel / BB
Google Maps: https://www.google.com/maps/search/?api=1&query=H%C3%B4tel%20les%20Barmes%20de%20l'Ours%2C%20Val-d'Is%C3%A8re%2C%20France
Website: http://www.hotellesbarmes.com/"
L'Etable d'Alain,"rue des barmettes, 73150 Val-d'Isère, France",Val-d'Isère,,,bar,,,,,45.44798600000001,6.988542,https://www.google.com/maps/search/?api=1&query=L'Etable%20d'Alain%2C%20Val-d'Is%C3%A8re%2C%20France,http://www.lafermedeladroit.com/,,"Food types: bar
Tags: Restaurant
Google Maps: https://www.google.com/maps/search/?api=1&query=L'Etable%20d'Alain%2C%20Val-d'Is%C3%A8re%2C%20France
Website: http://www.lafermedeladroit.com/"
La Casserole,"Rue du Coin, 73150 Val-d'Isère, France",Val-d'Isère,,,restaurant,,,,,45.44976380000001,6.976881899999999,https://www.google.com/maps/search/?api=1&query=La%20Casserole%2C%20Val-d'Is%C3%A8re%2C%20France,http://casseroleetbouchons.fr/restaurant-a-val-d-isere-la-casserole-specialites-regionales/,https://bookings.zenchef.com/results?rid=378942&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Food types: restaurant
Tags: Restaurant
Google Maps: https://www.google.com/maps/search/?api=1&query=La%20Casserole%2C%20Val-d'Is%C3%A8re%2C%20France
Website: http://casseroleetbouchons.fr/restaurant-a-val-d-isere-la-casserole-specialites-regionales/
Booking: https://bookings.zenchef.com/results?rid=378942&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
La Folie Douce Val d'Isère,"Télécabine de, 73150 Val-d'Isère, France",Val-d'Isère,,,restaurant,,,,,45.4568149,6.943578299999999,https://www.google.com/maps/search/?api=1&query=La%20Folie%20Douce%20Val%20d'Is%C3%A8re%2C%20Val-d'Is%C3%A8re%2C%20France,https://www.lafoliedouce.com/fr/les-folie-douce/accueil-val-d-isere-tignes.html,https://bookings.zenchef.com/results?rid=370469&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Food types: restaurant
Tags: Restaurant, Dancing, Bar
Google Maps: https://www.google.com/maps/search/?api=1&query=La%20Folie%20Douce%20Val%20d'Is%C3%A8re%2C%20Val-d'Is%C3%A8re%2C%20France
Website: https://www.lafoliedouce.com/fr/les-folie-douce/accueil-val-d-isere-tignes.html
Booking: https://bookings.zenchef.com/results?rid=370469&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
La baraque,"137 Avenue Olympique, 73150 Val-d'Isère, France",Val-d'Isère,,,restaurant,,,,,45.45092059999999,6.976340199999999,https://www.google.com/maps/search/?api=1&query=La%20baraque%2C%20Val-d'Is%C3%A8re%2C%20France,http://restolabaraque.com/,https://bookings.zenchef.com/results?rid=359973&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Food types: restaurant
Tags: Restaurant
Google Maps: https://www.google.com/maps/search/?api=1&query=La%20baraque%2C%20Val-d'Is%C3%A8re%2C%20France
Website: http://restolabaraque.com/
Booking: https://bookings.zenchef.com/results?rid=359973&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Le Petit Danois,"Rue du Coin, 73150 Val-d'Isère, France",Val-d'Isère,,,restaurant,,,,,45.44952749999999,6.976682499999999,https://www.google.com/maps/search/?api=1&query=Le%20Petit%20Danois%2C%20Val-d'Is%C3%A8re%2C%20France,http://www.lepetitdanois.com/,,"Food types: restaurant
Tags: Bar
Google Maps: https://www.google.com/maps/search/?api=1&query=Le%20Petit%20Danois%2C%20Val-d'Is%C3%A8re%2C%20France
Website: http://www.lepetitdanois.com/"
Restaurant le 1789,"Passage Iseran 2000, 73150 Val-d'Isère, France",Val-d'Isère,,,restaurant,,,,,45.450988,6.976750999999999,https://www.google.com/maps/search/?api=1&query=Restaurant%20le%201789%2C%20Val-d'Is%C3%A8re%2C%20France,http://www.restaurant-valdisere-1789.fr/,https://bookings.zenchef.com/results?rid=358430&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Food types: restaurant
Tags: Restaurant
Google Maps: https://www.google.com/maps/search/?api=1&query=Restaurant%20le%201789%2C%20Val-d'Is%C3%A8re%2C%20France
Website: http://www.restaurant-valdisere-1789.fr/
Booking: https://bookings.zenchef.com/results?rid=358430&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
Restaurant les Tufs,"73150 Val-d'Isère, France",Val-d'Isère,,,restaurant,,,,,45.46005439999999,6.964074999999999,https://www.google.com/maps/search/?api=1&query=Restaurant%20les%20Tufs%2C%20Val-d'Is%C3%A8re%2C%20France,http://www.lestufs.com/,,"Food types: restaurant
Tags: Restaurant
Google Maps: https://www.google.com/maps/search/?api=1&query=Restaurant%20les%20Tufs%2C%20Val-d'Is%C3%A8re%2C%20France
Website: http://www.lestufs.com/"
L' Auberge de la Roche Valdeblore,"La Roche, 06420 Valdeblore, France",Valdeblore,,,"restaurant, hotel",,,,,44.07015991210938,7.175351142883301,https://www.google.com/maps/search/?api=1&query=L'%20Auberge%20de%20la%20Roche%20Valdeblore%2C%20Valdeblore%2C%20France,http://www.laubergedelaroche.com/,https://bookings.zenchef.com/results?rid=356581&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web,"Food types: restaurant, hotel
Tags: Hotel / BB, Restaurant
Google Maps: https://www.google.com/maps/search/?api=1&query=L'%20Auberge%20de%20la%20Roche%20Valdeblore%2C%20Valdeblore%2C%20France
Website: http://www.laubergedelaroche.com/
Booking: https://bookings.zenchef.com/results?rid=356581&fullscreen=1&mini=0&pid=mapstr&primaryColor=FFC222&type=web"
En Ville à Valensole,Route de Greoux 04210 Valensole France,Valensole,,,generic,,,,,43.83397,5.98437,https://www.google.com/maps/search/?api=1&query=En%20Ville%20%C3%A0%20Valensole%2C%20Valensole%2C%20France,,,"Food types: generic
Tags: Place to visit
Google Maps: https://www.google.com/maps/search/?api=1&query=En%20Ville%20%C3%A0%20Valensole%2C%20Valensole%2C%20France"
