place_id,name,address,city,neighborhood,arrondissement,cuisine_type,food_type,price_range,tags,source_url,evidence_snippet,confidence_score,needs_review,reviewer_notes,approved,corrected_name,corrected_address,corrected_city,corrected_neighborhood,corrected_price_range,corrected_tags
cmogx2lr1008unwb2xalczx87,Paul Chêne,,Paris,,6e,French,restaurant,,"madame-figaro, frites, bistro",https://madame.lefigaro.fr/cuisine/actu-cuisine/en-video-les-adresses-de-philippine-chez-paul-chene-pour-deguster-les-meilleures-frites-de-paris-20250430,"ÉPISODE 57.- Elles sont croustillantes, dorées, fondantes... Dans ce nouvel épisode, Philippine Darblay pousse les portes du bistrot qui propose parmi les meilleures frites de la capitale.",0.66,true,,,,,,,,
cmogx2k210039nwb2l4ppk25a,FIRN | Biotechnology Skincare,"Rue Montorgueil, Paris, France",Paris,,,,generic,,"mapstr, public-map, Shopping",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: FIRN | Biotechnology Skincare — Rue Montorgueil, Paris, France",0.82,true,,,,,,,,
cmogx2knv004xnwb285sl6zen,La Maison de la Pistache - Paris 7°,"Rue du Bac, Paris, France",Paris,,,,generic,,"mapstr, public-map, Concept-store",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: La Maison de la Pistache - Paris 7° — Rue du Bac, Paris, France",0.82,true,,,,,,,,
cmogx2kw2005mnwb2p56bxs50,LUCIA POPA PARIS / Ex FULLTIMEGLAM,"Rue de Miromesnil, Paris, France",Paris,,,,generic,,"mapstr, public-map, Beauty",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: LUCIA POPA PARIS / Ex FULLTIMEGLAM — Rue de Miromesnil, Paris, France",0.82,true,,,,,,,,
cmogxnqt3000lnwx0hhs0jqr1,Aromme Boutique du Café,"Calle San Francisco, Santander, Espagne",,,,,cafe,,"To try, Cafe, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Aromme Boutique du Café — Calle San Francisco, Santander, Espagne",0.82,true,,,,,,,,
cmogxnqt4000qnwx0tsiidqfw,A donde Kontxi,"Adiskidetasun Kalea, Bilbao, Espagne",,,,,bar,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: A donde Kontxi — Adiskidetasun Kalea, Bilbao, Espagne",0.82,true,,,,,,,,
cmogxnqto001unwx0u7wtrexk,eme restaurant,"4 Impasse Guéménée, 75004 Paris",,,,,restaurant,,"Gastro / higher end, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: eme restaurant — 4 Impasse Guéménée, 75004 Paris",0.82,true,,,,,,,,
cmogxnqts0024nwx0qclr7yq8,Chez coffee & brunch,"38 Rue de Sévigné, 75003 Paris, France",,,,,generic,,"Cafe, ❤️, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Chez coffee & brunch — 38 Rue de Sévigné, 75003 Paris, France",0.82,true,,,,,,,,
cmogxnqtv002enwx0uw2vj0gh,stoke,"Lindenstraße 34-35 (entrance via Feilnerstraße), 10969 Berlin",,,,,restaurant,,"Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: stoke — Lindenstraße 34-35 (entrance via Feilnerstraße), 10969 Berlin",0.82,true,,,,,,,,
cmogxnqvk005inwx0mamb33w1,Loy La Long Hotel,"Samphanthawong, Bangkok 10100, Thaïlande",Bangkok,,,,lodging,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Loy La Long Hotel — Samphanthawong, Bangkok 10100, Thaïlande",0.82,true,,,,,,,,
cmogxnqvl005nnwx0tzfxhjko,BUTTER bakery & cafe by InterContinental,"Phloen Chit Road, Lumphini, Pathum Wan, Bangkok, Thaïlande",,,,,cafe,,"To try, Bakery, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: BUTTER bakery & cafe by InterContinental — Phloen Chit Road, Lumphini, Pathum Wan, Bangkok, Thaïlande",0.82,true,,,,,,,,
cmogxnqvo005xnwx0zyn11j7u,Cento,"Sala Daeng 1/1, Si Lom, Bang Rak, Bangkok, Thaïlande",,,,,restaurant,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Cento — Sala Daeng 1/1, Si Lom, Bang Rak, Bangkok, Thaïlande",0.82,true,,,,,,,,
cmogxnqw10071nwx0g88df4zp,Khao Yai Art Forest,"Pong Ta Long, Pak Chong, Province de Nakhon Ratchasima, Thaïlande",,,,,museum,,"To try, Sightseeing, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Khao Yai Art Forest — Pong Ta Long, Pak Chong, Province de Nakhon Ratchasima, Thaïlande",0.82,true,,,,,,,,
cmogxnqw9007qnwx0as2f6icr,Tsvari Roasters: Speciality Coffee,"Egnate Ninoshvili Street, Tbilissi, Géorgie",,,,,cafe,,"To try, Cafe, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Tsvari Roasters: Speciality Coffee — Egnate Ninoshvili Street, Tbilissi, Géorgie",0.82,true,,,,,,,,
cmogxnqwa007vnwx0fl6cs1vp,Noble Savage,"Rose Revolution Square, Tbilissi, Géorgie",,,,,generic,,"To try, Shopping, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Noble Savage — Rose Revolution Square, Tbilissi, Géorgie",0.82,true,,,,,,,,
cmogxnqwc0080nwx0q028yy9x,Dry Bridge Market,"Tbilissi, Géorgie",Tbilisi,,,,generic,,"To try, Market, ❤️, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Dry Bridge Market — Tbilissi, Géorgie",0.82,true,,,,,,,,
cmogxnqwh008fnwx085fjt3i8,KHIDI CLUB 中 კლუბი ხიდი,"President Heydar Aliyev Embankment, T'bilisi 0101, Géorgie",T'bilisi,,,,generic,,"To try, Dancing, ❤️, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: KHIDI CLUB 中 კლუბი ხიდი — President Heydar Aliyev Embankment, T'bilisi 0101, Géorgie",0.82,true,,,,,,,,
cmogxnqwk008pnwx0k84svzyz,MutantRadio,"Tbilissi, Géorgie",Tbilissi,,,,generic,,"To try, Dancing, ❤️, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: MutantRadio — Tbilissi, Géorgie",0.82,true,,,,,,,,
cmogxnqwl008unwx0b3zatl4z,Ice Crime,"Egnate Ninoshvili Street, Tbilissi, Géorgie",,,,,generic,,"To try, Icecream, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Ice Crime — Egnate Ninoshvili Street, Tbilissi, Géorgie",0.82,true,,,,,,,,
cmogxnqwq0099nwx0z0yjj5v3,Tsitska,"ნიკო ნიკოლაძის ქუჩა, Tbilisi, საქართველო",,,,,shopping,,"To try, Bar, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Tsitska — ნიკო ნიკოლაძის ქუჩა, Tbilisi, საქართველო",0.82,true,,,,,,,,
cmogxnqwt009jnwx0aei3nk9h,Patara gallery,"Tbilissi, Géorgie",Tbilissi,,,,art_gallery,,"To try, Sightseeing, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Patara gallery — Tbilissi, Géorgie",0.82,true,,,,,,,,
cmogxnqwv009onwx0tsmmc074,XO vinyl shop and bar,"Giorgi Akhvlediani Street, Tbilissi, Géorgie",,,,,generic,,"To try, Bar, Cafe, ❤️, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: XO vinyl shop and bar — Giorgi Akhvlediani Street, Tbilissi, Géorgie",0.82,true,,,,,,,,
cmogxnqy800e4nwx0qcz3w23l,Le Mâche-dru,"60 Rue Saint-Louis-en-l'Île, 75004 Paris, France",Paris,,4e,,restaurant,,"Street food, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Le Mâche-dru — 60 Rue Saint-Louis-en-l'Île, 75004 Paris, France",0.82,true,,,,,,,,
cmogxnqyc00ejnwx0c5b7c78z,Hyodo Chicken,"Corée du Sud, Seoul, Gangnam-gu, Nonhyeon-dong, 105-4 120호 서울시 강남구 논현동 105-4 한진로즈힐아파트상가 101동",Seoul,,,,restaurant,,"Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Hyodo Chicken — Corée du Sud, Seoul, Gangnam-gu, Nonhyeon-dong, 105-4 120호 서울시 강남구 논현동 105-4 한진로즈힐아파트상가 101동",0.82,true,,,,,,,,
cmogxnqyi00f3nwx0b9a0rjjz,Bouchon Racine,"66 Cowcross Street, Londres, EC1M 6BP, Royaume-Uni",Londres,,,,restaurant,,"To try, Frenchie, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Bouchon Racine — 66 Cowcross Street, Londres, EC1M 6BP, Royaume-Uni",0.82,true,,,,,,,,
cmogxnqyl00fdnwx0m3wu2x5w,Yodi Body,"Rue Victor Hugo, Montreuil, France",,,,,generic,,"To try, Beauty, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Yodi Body — Rue Victor Hugo, Montreuil, France",0.82,true,,,,,,,,
cmogxnqyo00fnnwx0iyo0ajyb,Dancefloor Paris - Champs Elysées,"Rue La Boétie, Paris, France",,,,,generic,,"To try, Dancing, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Dancefloor Paris - Champs Elysées — Rue La Boétie, Paris, France",0.82,true,,,,,,,,
cmogxnqyp00fsnwx0cvkukgxp,Boutique Spa Caudalie,"Rue Saint-Sulpice, Paris, France",,,,,generic,,"To try, Beauty, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Boutique Spa Caudalie — Rue Saint-Sulpice, Paris, France",0.82,true,,,,,,,,
cmogxnqz200h1nwx0cs354sw0,Appendix,"Cour de l'île Louviers, Paris, France",Paris,,,,generic,,"Concept-store, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Appendix — Cour de l'île Louviers, Paris, France",0.82,true,,,,,,,,
cmogxnqzc00i0nwx0qvkifeib,Bar omi,"6 Rue du Marché Saint-Honoré, 75001 Paris, France",,,,,generic,,"Restaurant, Trendy, Japanese, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Bar omi — 6 Rue du Marché Saint-Honoré, 75001 Paris, France",0.82,true,,,,,,,,
cmogxnqzh00ifnwx0dk3natmg,Sense Club,"Rue Monsieur le Prince, Paris, France",,,,,generic,,"Sport, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Sense Club — Rue Monsieur le Prince, Paris, France",0.82,true,,,,,,,,
cmogxnqzk00ipnwx098pifq39,Liza Panache,"Rue du Faubourg Montmartre, Paris, France",,,,,restaurant,,"Libanese, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Liza Panache — Rue du Faubourg Montmartre, Paris, France",0.82,true,,,,,,,,
cmogxnqzn00iznwx0375srbh3,GUNTHER PARIS,"Rue de Picardie, Paris, France",,,,,generic,,"Fashion, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: GUNTHER PARIS — Rue de Picardie, Paris, France",0.82,true,,,,,,,,
cmogxnqzw00jtnwx0dgfd234m,FRAGMENT SAFETY,"Rue de la République, Marseille, France",,,,,generic,,"Bar, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: FRAGMENT SAFETY — Rue de la République, Marseille, France",0.82,true,,,,,,,,
cmogxnr0500knnwx0rx7sxb00,GARI,"Boulevard Georges Clemenceau, Marseille, France",,,,,cafe,,"Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: GARI — Boulevard Georges Clemenceau, Marseille, France",0.82,true,,,,,,,,
cmogxnr0800kxnwx0u1fi002g,Chez Le Belge,"Calanque de Marseilleveyre, 13008 Marseille, France",Marseille,,,,restaurant,,"Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Chez Le Belge — Calanque de Marseilleveyre, 13008 Marseille, France",0.82,true,,,,,,,,
cmogxnr0b00l7nwx04ghq2wmc,Cara Restaurant & Bar,"Kleine Hamburger Straße, Berlin, Allemagne",,,,,restaurant,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Cara Restaurant & Bar — Kleine Hamburger Straße, Berlin, Allemagne",0.82,true,,,,,,,,
cmogxnr0f00lmnwx05hz9mxwe,Bratsera Hotel,"Tombazi Str., Idra 180 40, Grèce",Ydra,,,,"lodging, hotel",,"Hotel / BB, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Bratsera Hotel — Tombazi Str., Idra 180 40, Grèce",0.82,true,,,,,,,,
cmogxnr0s00mvnwx0c02zmuoe,Restaurant le saint esprit marseille,"16 Rue du Refuge, 13002 Marseille, France",,,,,generic,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Restaurant le saint esprit marseille — 16 Rue du Refuge, 13002 Marseille, France",0.82,true,,,,,,,,
cmogxnr0u00n0nwx0mhwyxva3,Ghost Town,"Rue des Suisses, Arles, France",,,,,generic,,"Shopping, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Ghost Town — Rue des Suisses, Arles, France",0.82,true,,,,,,,,
cmogxnr1900ojnwx01ks74pnu,Ama lachei,"Kallidromiou 69, Athina 106 83, Grèce",,,,,generic,,"Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Ama lachei — Kallidromiou 69, Athina 106 83, Grèce",0.82,true,,,,,,,,
cmogxnr1v00qmnwx0tm9ef9kh,Musée de la Mode et du Costume - Fragonard,"Rue de la Calade, Arles, France",,,,,museum,,"To try, Sightseeing, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Musée de la Mode et du Costume - Fragonard — Rue de la Calade, Arles, France",0.82,true,,,,,,,,
cmogxnr2300rlnwx05aqavknh,Le Relais du Castelet,"49 Cours Hyacinthe Bellon, 13990 Fontvieille, France",Fontvieille,,,,restaurant,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Le Relais du Castelet — 49 Cours Hyacinthe Bellon, 13990 Fontvieille, France",0.82,true,,,,,,,,
cmogxnr2f00sunwx057cgc93w,Páou,"Place Paul Doumer, Arles, France",,,,,restaurant,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Páou — Place Paul Doumer, Arles, France",0.82,true,,,,,,,,
cmogxnr2i00t4nwx0js0xriye,Jolie Bistrot,"Wörther Straße, Berlin, Allemagne",,,,,restaurant,,"To try, ❤️, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Jolie Bistrot — Wörther Straße, Berlin, Allemagne",0.82,true,,,,,,,,
cmogxnr2n00tonwx0loxr3hw2,ŌKAN STUDIO,"Rue Charlot, Paris, France",,,,,generic,,"Shopping, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: ŌKAN STUDIO — Rue Charlot, Paris, France",0.82,true,,,,,,,,
cmogxnr3400v7nwx09825e41f,Ginger9 nail studio,"Rue de la Tour, Paris, France",,,,,generic,,"Beauty, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Ginger9 nail studio — Rue de la Tour, Paris, France",0.82,true,,,,,,,,
cmogxnr3500vcnwx0oqkbx1fd,Spark Club,"Rue Bellini, Paris, France",Paris,,,,generic,,"Sport, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Spark Club — Rue Bellini, Paris, France",0.82,true,,,,,,,,
cmogxnr3k00wqnwx0eyth4bvd,Dérive Marseille,"Rue de Suez, Marseille, France",,,,,restaurant,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Dérive Marseille — Rue de Suez, Marseille, France",0.82,true,,,,,,,,
cmogxnr4t0111nwx09mczj1bn,La Ferme du pre,"Route du Pré Catelan, Paris, France",,,,,generic,,"To try, ❤️, Frenchie, Restaurant, mapstr, public-map, Gastro / higher end",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: La ferme du pré — Route du Pré Catelan, Paris, France",0.82,true,,,,,,,,
cmogxnr5h0139nwx0g2zc9qg1,Romeo’s sandwiches,"Lausitzer Str. 47, 10999 Berlin-Arrondissement de Friedrichshain-Kreuzberg, Allemagne",,,,,generic,,"To try, Restaurant, Street food, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Romeo’s sandwiches — Lausitzer Str. 47, 10999 Berlin-Arrondissement de Friedrichshain-Kreuzberg, Allemagne",0.82,true,,,,,,,,
cmogxnr6b0166nwx088c0mu29,Ring Katarina,"Katarina Bangata 66, SE-116 39 Stockholm, Suède",Stockholm,,,,restaurant,,"To try, Bar, Natural wine, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Ring Katarina — Katarina Bangata 66, SE-116 39 Stockholm, Suède",0.82,true,,,,,,,,
cmogxnr6g016lnwx05302wqyh,Remedy,"Artillerigatan, Stockholm, Suède",,,,,generic,,"Sport, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Remedy — Artillerigatan, Stockholm, Suède",0.82,true,,,,,,,,
cmogxnr6p017knwx0uih5g8vp,PICCOLO (NOTTE),"Rue Crespin du Gast, Paris, France",,,,,bar,,"❤️, Dancing, Restaurant, Trendy, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: PICCOLO (NOTTE) — Rue Crespin du Gast, Paris, France",0.82,true,,,,,,,,
cmogxnr6v0184nwx0y8e6l74y,Zum Heiligen Teufel,"Muskauer Straße 9, Kreuzberg, 10997 Berlin, Deutschland",,,,,restaurant,,"To try, ❤️, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Zum Heiligen Teufel — Muskauer Straße 9, Kreuzberg, 10997 Berlin, Deutschland",0.82,true,,,,,,,,
cmogxnr750193nwx0woqh0lja,Akra,"Aminta 12, Athina 116 35, Greece",,,,,generic,,"To try, Restaurant, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Akra — Aminta 12, Athina 116 35, Greece",0.82,true,,,,,,,,
cmogxnr78019dnwx0bn3eks3w,Albion Jeune,"Little Portland Street, Londres, Royaume-Uni",,,,,art_gallery,,"Art, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Albion Jeune — Little Portland Street, Londres, Royaume-Uni",0.82,true,,,,,,,,
cmogxnr7o01awnwx0gpevwef0,SILO / LAGREE STUDIO PARIS,"Boulevard Malesherbes, Paris, France",,,,,generic,,"Sport, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: SILO / LAGREE STUDIO PARIS — Boulevard Malesherbes, Paris, France",0.82,true,,,,,,,,
cmogxnr7p01b1nwx02wyinihh,CHANEL PARFUMS ET BEAUTÉ PASSY,"Chaussée de la Muette, Paris, France",,,,,generic,,"Beauty, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: CHANEL PARFUMS ET BEAUTÉ PASSY — Chaussée de la Muette, Paris, France",0.82,true,,,,,,,,
cmogxnr7r01b6nwx0p6c3sph4,L'Entropiste,"Rue des Francs Bourgeois, Paris, France",,,,,generic,,"Shopping, Beauty, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: L'Entropiste — Rue des Francs Bourgeois, Paris, France",0.82,true,,,,,,,,
cmogxnr8t01eunwx0wa3nb9p3,Itzik and Ruti,"Sheinkin St 53, Tel Aviv-Yafo, Israël",,,,,generic,,"To try, Street food, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Itzik and Ruti — Sheinkin St 53, Tel Aviv-Yafo, Israël",0.82,true,,,,,,,,
cmogxnr8u01eznwx0yjqcmccc,NÜD by House of Beauty,"Avenue Charles de Gaulle, Neuilly-sur-Seine, France",,,,,generic,,"Beauty, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: NÜD by House of Beauty — Avenue Charles de Gaulle, Neuilly-sur-Seine, France",0.82,true,,,,,,,,
cmogxnr9e01gsnwx081ucyb5w,Etienne Sekola,"Rue Aubriot, Paris, France",,,,,generic,,"Beauty, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Etienne Sekola — Rue Aubriot, Paris, France",0.82,true,,,,,,,,
cmogxnr9h01h2nwx048l7ofv9,Jumpman studio & Café,"2 Avenue Alphand, 75116 Paris, France",Paris,,16e,,cafe,,"Sport, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Jumpman studio & Café — 2 Avenue Alphand, 75116 Paris, France",0.82,true,,,,,,,,
cmogxnr9v01ignwx04pszbff8,The french bastards Lévis,"52 R. de Lévis, 75017 Paris, France",,,,,generic,,"Bakery, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: The french bastards Lévis — 52 R. de Lévis, 75017 Paris, France",0.82,true,,,,,,,,
cmogxnraz01m9nwx0edn0ux4q,Kitesy Martin Studio,"Passage Charles Dallery, Paris, France",,,,,generic,,"Shopping, mapstr, public-map",https://mapstr.com/map/philoudarblay,"Saved on Philippine Darblay's public Mapstr map: Kitesy Martin Studio — Passage Charles Dallery, Paris, France",0.82,true,,,,,,,,
